title,pdf_url,excel_url,source,year
Percentage+of+desalinated+water+to+total+freshwater+available+2018+AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/Percentage+of+desalinated+water+to+total+freshwater+available+2018+AR.pdf/5815fe4f-3a65-fec8-f454-c42c4fe5e4c9?t=1734118731759,,Saudi Statistics,2018
Percentage+of+desalinated+water+to+total+freshwater+available+2018+AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Percentage+of+desalinated+water+to+total+freshwater+available+2018+AR.xlsx/a2d57564-ecea-5a0a-2025-b4e8aa2e0b60?t=1734118741927,Saudi Statistics,2018
Percentage+of+treated+Industrial+Wastewater+2018+AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/Percentage+of+treated+Industrial+Wastewater+2018+AR.pdf/7e91f034-3bf5-9018-5f70-edacc356af8b?t=1734118895447,,Saudi Statistics,2018
Percentage+of+treated+Industrial+Wastewater+2018+AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Percentage+of+treated+Industrial+Wastewater+2018+AR.xlsx/02562d3c-ca01-d1fc-4aad-d1b92cd5a891?t=1734118903412,Saudi Statistics,2018
Percentage+Of+Non-Renewable+Groundwater+To+Fresh+Water+2018+AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/Percentage+Of+Non-Renewable+Groundwater+To+Fresh+Water+2018+AR.pdf/57ed1d49-eb18-75b5-a282-20eb368ac924?t=1734119017993,,Saudi Statistics,2018
Percentage+Of+Non-Renewable+Groundwater+To+Fresh+Water+2018+AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Percentage+Of+Non-Renewable+Groundwater+To+Fresh+Water+2018+AR.xlsx/3576f748-0096-2ddf-5b74-4ea34a875e8c?t=1734119026723,Saudi Statistics,2018
The+Quantity+and+The+Percentage+Of+Fresh+Water+2018+AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/The+Quantity+and+The+Percentage+Of+Fresh+Water+2018+AR.pdf/c0211841-cba8-2c4a-cccc-ef3f1d13b1c0?t=1734120399913,,Saudi Statistics,2018
The+Quantity+and+The+Percentage+Of+Fresh+Water+2018+AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/The+Quantity+and+The+Percentage+Of+Fresh+Water+2018+AR.xlsx/2d8bb1d4-6824-75cb-ed5d-6c7b2ec5956c?t=1734120410184,Saudi Statistics,2018
Methods+and+ratio+of+industrial+waste+disposal+2018+AR_0.pdf,https://www.stats.gov.sa/documents/20117/2435259/Methods+and+ratio+of+industrial+waste+disposal+2018+AR_0.pdf/ad478585-3b10-ef13-0a5a-8ab76454cd8e?t=1734118554537,,Saudi Statistics,2018
Methods+and+ratio+of+industrial+waste+disposal+2018+AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Methods+and+ratio+of+industrial+waste+disposal+2018+AR.xlsx/60ed7a89-9ff6-666c-b79f-e5f3555d8abb?t=1734118561312,Saudi Statistics,2018
Ratio+of+waste+water+to+fresh+water+treated+2018+AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/Ratio+of+waste+water+to+fresh+water+treated+2018+AR.pdf/8d4528ef-b3a9-b765-e7e2-92118726afde?t=1734118390976,,Saudi Statistics,2018
Ratio+of+waste+water+to+fresh+water+treated+2018+AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Ratio+of+waste+water+to+fresh+water+treated+2018+AR.xlsx/aa8cbef6-61b8-49e5-4c79-24e0cecee74b?t=1734118399710,Saudi Statistics,2018
Per+capita+waste+generation+2018+AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/Per+capita+waste+generation+2018+AR.pdf/7a4ce497-21bf-8c20-9b65-fb40284fbde8?t=1734118467845,,Saudi Statistics,2018
Per+capita+waste+generation+2018+AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Per+capita+waste+generation+2018+AR.xlsx/72d42383-3c71-a7b0-b239-dfebc7cd46db?t=1734118476838,Saudi Statistics,2018
Number+Of+Weather+Stations+That+Record+Temperature+Higher+Than+Or+Equal+To+40+Degrees+2018+AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/Number+Of+Weather+Stations+That+Record+Temperature+Higher+Than+Or+Equal+To+40+Degrees+2018+AR.pdf/ca3f37f1-22f4-36fc-e5a6-84433980fd9f?t=1734118630803,,Saudi Statistics,2018
Number+Of+Weather+Stations+That+Record+Temperature+Higher+Than+Or+Equal+To+40+Degrees+2018+AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Number+Of+Weather+Stations+That+Record+Temperature+Higher+Than+Or+Equal+To+40+Degrees+2018+AR.xlsx/d6721710-cb13-ce71-4525-50421a156398?t=1734118642009,Saudi Statistics,2018
Volunteer+Work+Statistics+2025+AR.pdf,https://www.stats.gov.sa/documents/20117/2435273/Volunteer+Work+Statistics+2025+AR.pdf/17956dcc-e954-df32-5616-c2b7b4f8f3d3?t=1773213766208,,Saudi Statistics,2025
Volunteer+Work+Statistics+2025+AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435273/Volunteer+Work+Statistics+2025+AR.xlsx/53d4b554-d596-0907-6528-e98075ec1a87?t=1773213803722,Saudi Statistics,2025
ywm_lmttwyn_llmy2.pdf,https://www.stats.gov.sa/documents/20117/2435259/ywm_lmttwyn_llmy2.pdf/0a5b9116-5d22-4c86-dd6c-e1fd0cf53bc6?t=1734052955046,,Saudi Statistics,Unknown
voluntary_work_survey_2018.xlsx,,https://www.stats.gov.sa/documents/20117/2435273/voluntary_work_survey_2018.xlsx/7a564fb2-a37b-7cbb-b81b-bafbc7728d68?t=1765092261360,Saudi Statistics,2018
Renewable+energy+statistics+2022_AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/Renewable+energy+statistics+2022_AR.pdf/82542ee8-0c53-d890-ff21-fd711b96748f?t=1734811936717,,Saudi Statistics,2022
Renewable+energy+statistics+2022_AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Renewable+energy+statistics+2022_AR.xlsx/7c87a787-bfbe-1d87-0618-d7412fe44bfa?t=1734811948795,Saudi Statistics,2022
Hajj+Statistics+Publication-AR.pdf,https://www.stats.gov.sa/documents/20117/2435281/Hajj+Statistics+Publication-AR.pdf/6efed6d4-88f8-2336-24bc-a5a8e3eb2a06?t=1751978554972,,Saudi Statistics,Unknown
Hajj+Statistics+2025+AR+%282%29+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435281/Hajj+Statistics+2025+AR+%282%29+%281%29.xlsx/ed31ee4f-8fd3-ce88-4088-d4e08138d361?t=1751978593602,Saudi Statistics,2025
Hajj+Statistics+Publication+2024AR.pdf,https://www.stats.gov.sa/documents/20117/2435281/Hajj+Statistics+Publication+2024AR.pdf/e2064ca4-7f3d-5001-1614-3ef6d6aa9fb9?t=1735305964731,,Saudi Statistics,2024
Hajj+Statistics+Publication+2024AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435281/Hajj+Statistics+Publication+2024AR.xlsx/8dd42a6b-d078-8aa1-68d1-1981a007d075?t=1735305979168,Saudi Statistics,2024
Hajj+Statistics+2023+AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/Hajj+Statistics+2023+AR.pdf/0d325c6b-1b0b-13a6-2aaf-7cb31a050d5c?t=1734112817379,,Saudi Statistics,2023
Hajj+Statistics+2023+AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Hajj+Statistics+2023+AR.xlsx/5c1cc63c-2865-b1f4-2f6b-171c41115a47?t=1734112828552,Saudi Statistics,2023
Hajj_Statistics_2022_Ar_0.pdf,https://www.stats.gov.sa/documents/20117/2435259/Hajj_Statistics_2022_Ar_0.pdf/f1575cab-8638-97ea-dba1-dd67ac58ac3e?t=1734113335200,,Saudi Statistics,2022
Hajj_Statistics_2022_Ar.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Hajj_Statistics_2022_Ar.xlsx/4d7a3462-1903-48c4-534d-bf4f7da5c536?t=1734113346822,Saudi Statistics,2022
HAJ+ANN2021A_Final.pdf,https://www.stats.gov.sa/documents/20117/2435259/HAJ+ANN2021A_Final.pdf/d8776053-b30f-b353-7b40-d4262281c27e?t=1734113883702,,Saudi Statistics,2021
HAJ+ANN2021A_Final.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/HAJ+ANN2021A_Final.xlsx/85ea8cb6-82cf-7a7a-372f-e80bae9ac89a?t=1734113899856,Saudi Statistics,2021
haj_40_ar.pdf,https://www.stats.gov.sa/documents/20117/2435259/haj_40_ar.pdf/91b1f62c-790f-7495-6b0d-099ef799ad2b?t=1734113237468,,Saudi Statistics,Unknown
hajj_1440.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/hajj_1440.xlsx/230fbf93-9caf-dc30-c7b5-0ab9ba07c60e?t=1734113249547,Saudi Statistics,Unknown
hajj_1439_ar.pdf,https://www.stats.gov.sa/documents/20117/2435259/hajj_1439_ar.pdf/897a4515-29a0-4aa5-2ccb-558b0d4133e8?t=1734113069823,,Saudi Statistics,Unknown
hajj_1439.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/hajj_1439.xlsx/37dc1c9a-4471-1531-58f9-235770726e64?t=1734113094952,Saudi Statistics,Unknown
_hajj_1437_ar_0.pdf,https://www.stats.gov.sa/documents/20117/2435259/_hajj_1437_ar_0.pdf/d1179d9e-383c-a884-8aa6-d6e1f33c0bf0?t=1734113799031,,Saudi Statistics,Unknown
lhj_1437_1.xls,,https://www.stats.gov.sa/documents/20117/2435259/lhj_1437_1.xls/4a8ddbc9-37af-f0f1-b788-929fe2bf402a?t=1734113807136,Saudi Statistics,Unknown
ar-Hajj_1436.pdf,https://www.stats.gov.sa/documents/20117/2435259/ar-Hajj_1436.pdf/61d64eab-8470-9279-7036-d83ba8446681?t=1734113697831,,Saudi Statistics,Unknown
lhj_1436_0.xls,,https://www.stats.gov.sa/documents/20117/2435259/lhj_1436_0.xls/0ba1dec2-eb30-e9b9-e32e-95764913350c?t=1734113708686,Saudi Statistics,Unknown
ar-plgrms16-33_0_1.xls,,https://www.stats.gov.sa/documents/20117/2435259/ar-plgrms16-33_0_1.xls/bb5befce-282f-b905-e260-bd68b81d6836?t=1734112877680,Saudi Statistics,Unknown
ar-Hajj_1435.pdf,https://www.stats.gov.sa/documents/20117/2435259/ar-Hajj_1435.pdf/77e37fd7-565c-343f-e851-1a174d94019d?t=1734113448493,,Saudi Statistics,Unknown
lhj_1435_3.xls,,https://www.stats.gov.sa/documents/20117/2435259/lhj_1435_3.xls/c30a9515-db24-5c27-ceaa-fa0faf145397?t=1734113459905,Saudi Statistics,Unknown
ar-Hajj_34.pdf,https://www.stats.gov.sa/documents/20117/2435259/ar-Hajj_34.pdf/d3d98683-8045-15f0-490b-c5cc373608d7?t=1734112938409,,Saudi Statistics,Unknown
lhj_1434_2.xls,,https://www.stats.gov.sa/documents/20117/2435259/lhj_1434_2.xls/992d79a5-a9d9-19ba-a404-fca9d56dabc0?t=1734112947875,Saudi Statistics,Unknown
ar-hajj1433-results.pdf,https://www.stats.gov.sa/documents/20117/2435259/ar-hajj1433-results.pdf/b748d516-ba66-5910-fd26-642a4c4e0501?t=1734113577657,,Saudi Statistics,Unknown
lhj_1433_1.xls,,https://www.stats.gov.sa/documents/20117/2435259/lhj_1433_1.xls/8e46b100-19ea-6f1a-1470-4b383272baf0?t=1734113586958,Saudi Statistics,Unknown
Education+and+Training+Statistics+2025+AR+%283%29.pdf,https://www.stats.gov.sa/documents/20117/2435273/Education+and+Training+Statistics+2025+AR+%283%29.pdf/0dc32517-1c1d-f299-9afe-9c7340dd55ef?t=1767866598930,,Saudi Statistics,2025
Education+and+Training+Statistics+2025+AR+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435273/Education+and+Training+Statistics+2025+AR+%281%29.xlsx/ee00d2d7-b57e-c42e-85f3-e0f573516b9c?t=1767853582854,Saudi Statistics,2025
Education+and+Training+Statistics+2024+AR.pdf,https://www.stats.gov.sa/documents/20117/2435273/Education+and+Training+Statistics+2024+AR.pdf/293878da-1a94-f6b3-f508-d523387d0edc?t=1747299989591,,Saudi Statistics,2024
Education+and+Training+Statistics+2024+-AR+%282%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435273/Education+and+Training+Statistics+2024+-AR+%282%29.xlsx/1c71e50c-dbc5-6335-0a30-716e4bead71e?t=1746624822559,Saudi Statistics,2024
Agriculture+and+Fisheries+Accounts+%28Environmental-Economic+Accounting+for+Agriculture+and+Fisheries%29+2023+AR+%281%29.pdf,https://www.stats.gov.sa/documents/20117/2435281/Agriculture+and+Fisheries+Accounts+%28Environmental-Economic+Accounting+for+Agriculture+and+Fisheries%29+2023+AR+%281%29.pdf/7420e75f-e3e0-372b-0e1c-8d4d518af6b4?t=1736317146503,,Saudi Statistics,2023
Agriculture+and+Fisheries+Accounts+%28Environmental-Economic+Accounting+for+Agriculture+and+Fisheries%29+2023+AR+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435281/Agriculture+and+Fisheries+Accounts+%28Environmental-Economic+Accounting+for+Agriculture+and+Fisheries%29+2023+AR+%281%29.xlsx/afd362ca-2b37-d2ad-9cdd-edb239489b61?t=1736260655507,Saudi Statistics,2023
Average+Prices+of+Goods+and+Services+April+2026+AR_EN.pdf,https://www.stats.gov.sa/documents/20117/2435267/Average+Prices+of+Goods+and+Services+April+2026+AR_EN.pdf/3e96ab26-5fd7-0e10-aa7b-c0f0f71bfb50?t=1778659214820,,Saudi Statistics,2026
APGSTables-Apr2026-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/APGSTables-Apr2026-AR-EN+%281%29.xlsx/04d01565-6926-1689-9b56-60b3072bf4a3?t=1778659233130,Saudi Statistics,2026
Average+Prices+of+Goods+and+Services+March+AR_EN.pdf,https://www.stats.gov.sa/documents/20117/2435267/Average+Prices+of+Goods+and+Services+March+AR_EN.pdf/724570e1-b553-3344-84ba-2c77d9f15ac6?t=1776165544071,,Saudi Statistics,Unknown
APGSTables-Mar2026-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/APGSTables-Mar2026-AR-EN+%281%29.xlsx/88b77640-d7b0-ec17-480e-3f1e6ea1f1ae?t=1776163590818,Saudi Statistics,2026
Average+Prices+of+Goods+and+Services+February+2026-AR-EN+%283%29.pdf,https://www.stats.gov.sa/documents/20117/2435267/Average+Prices+of+Goods+and+Services+February+2026-AR-EN+%283%29.pdf/e771639e-4011-41ad-b9da-0ab085d927f8?t=1773477536383,,Saudi Statistics,2026
APGSTables-Feb2026-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/APGSTables-Feb2026-AR-EN+%281%29.xlsx/9a6a0a94-ef68-202f-e9c4-57b541b642a8?t=1773477383923,Saudi Statistics,2026
Average+Prices+of+Goods+and+Services+January+2026-AR-EN.pdf,https://www.stats.gov.sa/documents/20117/2435267/Average+Prices+of+Goods+and+Services+January+2026-AR-EN.pdf/e3e98ff8-d614-657c-9d95-d3157cbafe43?t=1770896590480,,Saudi Statistics,2026
APGSTables-Jan2026-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/APGSTables-Jan2026-AR-EN+%281%29.xlsx/96fc8f84-4ed7-453d-0ea3-8fba3d24c12a?t=1770896605202,Saudi Statistics,2026
The+annual+average+rate+of+change+for+some+construction+products+in+the+kingdom+in+the+period.pdf,https://www.stats.gov.sa/documents/20117/2435267/The+annual+average+rate+of+change+for+some+construction+products+in+the+kingdom+in+the+period.pdf/f70e6c8b-1754-ffd5-e133-2e6950d89694?t=1768887291075,,Saudi Statistics,Unknown
The+annual+average+rate+of+change+for+some+construction+products+in+the+kingdom+in+the+period.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/The+annual+average+rate+of+change+for+some+construction+products+in+the+kingdom+in+the+period.xlsx/95d9d477-beba-f274-b4f9-f909e40d6ca2?t=1768887317049,Saudi Statistics,Unknown
Time+Series+Of+Average+prices+of+Goods+and+Services+in+the+kingdom+2009+-+2025.pdf,https://www.stats.gov.sa/documents/20117/2435267/Time+Series+Of+Average+prices+of+Goods+and+Services+in+the+kingdom+2009+-+2025.pdf/25a1c52a-f032-a65d-4545-5a8bb421588c?t=1768887657650,,Saudi Statistics,2009
Time+Series+Of+Average+prices+of+Goods+and+Services+in+the+kingdom+2009+-+2025.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/Time+Series+Of+Average+prices+of+Goods+and+Services+in+the+kingdom+2009+-+2025.xlsx/9ea98999-1f6b-7df8-cd0e-8b42c09547ea?t=1768887685704,Saudi Statistics,2009
Average+Prices+of+Goods+and+Services+December+2025+AR_EN.pdf,https://www.stats.gov.sa/documents/20117/2435267/Average+Prices+of+Goods+and+Services+December+2025+AR_EN.pdf/20c9b563-1978-2996-61c4-3ae749093c18?t=1768453955663,,Saudi Statistics,2025
APGS+Tables-Dec+2025-AR-EN.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/APGS+Tables-Dec+2025-AR-EN.xlsx/1f634a2f-5680-0b8e-0032-d454417f9429?t=1768454127205,Saudi Statistics,2025
Average+Prices+of+Goods+and+Services%2C+November+2025.pdf,https://www.stats.gov.sa/documents/20117/2435267/Average+Prices+of+Goods+and+Services%2C+November+2025.pdf/6177138d-04e3-83d5-a6a8-224f2992fa51?t=1765773255203,,Saudi Statistics,2025
APGS+Tables-Nov+2025-AR-EN.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/APGS+Tables-Nov+2025-AR-EN.xlsx/07790830-5851-b6b6-b675-43b053a6e707?t=1765773283916,Saudi Statistics,2025
Average+Prices+of+Goods+and+Services+October+2025+.pdf,https://www.stats.gov.sa/documents/20117/2435259/Average+Prices+of+Goods+and+Services+October+2025+.pdf/1d069df3-e519-9b06-cd6b-68796cab9356?t=1763013498542,,Saudi Statistics,2025
APGS+Tables-Oct2025-AR-EN.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/APGS+Tables-Oct2025-AR-EN.xlsx/5fec34a0-b6d2-feb7-82d3-bf1d1ca4ac17?t=1763013567258,Saudi Statistics,2025
Average+Prices+of+Goods+and+Services+-+AR-EN.pdf,https://www.stats.gov.sa/documents/20117/2435267/Average+Prices+of+Goods+and+Services+-+AR-EN.pdf/005ef447-c6d9-1afa-6402-99c9b2b51d8e?t=1760427511027,,Saudi Statistics,Unknown
APGS+Tables-Sep+2025-AR-EN.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/APGS+Tables-Sep+2025-AR-EN.xlsx/701a3fd0-0c3a-4d1b-5884-080ac56a94ea?t=1760427541776,Saudi Statistics,2025
Average+Prices+of+Goods+and+Services+August+2025+-+AR-+EN.pdf,https://www.stats.gov.sa/documents/20117/2435267/Average+Prices+of+Goods+and+Services+August+2025+-+AR-+EN.pdf/8fd8c8d1-aef7-40aa-2518-310ed12e46cb?t=1757848568243,,Saudi Statistics,2025
APGS+Tables-Aug2025-AR-EN.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/APGS+Tables-Aug2025-AR-EN.xlsx/13f71553-d03c-f68a-817d-3304f52d52d9?t=1757848598904,Saudi Statistics,2025
Average+Prices+of+Goods+and+Services+July2025+AR_EN.pdf,https://www.stats.gov.sa/documents/20117/2435267/Average+Prices+of+Goods+and+Services+July2025+AR_EN.pdf/99397869-6e76-e3c5-ce75-e10bc7df1250?t=1754988744995,,Saudi Statistics,2025
APGS+Tables-Jul2025-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/APGS+Tables-Jul2025-AR-EN+%281%29.xlsx/bfacc249-7de9-fb50-17b6-ae5db8faebfb?t=1754988758235,Saudi Statistics,2025
Average+Prices+of+Goods+and+Services%2C+June+2025.pdf,https://www.stats.gov.sa/documents/20117/2435267/Average+Prices+of+Goods+and+Services%2C+June+2025.pdf/7299c6ee-8798-a183-a47c-8ca08f390a1e?t=1752493054167,,Saudi Statistics,2025
APGS+Tables-Jun+2025-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/APGS+Tables-Jun+2025-AR-EN+%281%29.xlsx/dce0adff-5d08-aaaf-3732-827d501fd6c5?t=1752493080497,Saudi Statistics,2025
APGS+Tables-May+2025-AR-EN.pdf,https://www.stats.gov.sa/documents/20117/2435267/APGS+Tables-May+2025-AR-EN.pdf/b62afc04-1c33-21b2-0723-dc644112a903?t=1749962779839,,Saudi Statistics,2025
APGS+Tables-May+2025-AR-EN+%282%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/APGS+Tables-May+2025-AR-EN+%282%29.xlsx/f52481fb-1be2-dc7d-44ab-8bc3188d1534?t=1749962800799,Saudi Statistics,2025
APGS+Tables-Apr+2025-AR-EN.pdf,https://www.stats.gov.sa/documents/20117/2435267/APGS+Tables-Apr+2025-AR-EN.pdf/0178c450-2412-a37c-548b-f5400bc02342?t=1747211935960,,Saudi Statistics,2025
APGS+Tables-Apr+2025-AR-EN+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/APGS+Tables-Apr+2025-AR-EN+%281%29.xlsx/43204046-de16-273a-2d80-9122baf8acf4?t=1747211954284,Saudi Statistics,2025
APGS+PDF-Mar+2025-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/APGS+PDF-Mar+2025-AR.pdf/80db1a90-7b0e-f50d-8947-064209ca05c3?t=1744622623544,,Saudi Statistics,2025
APGS+Tables-Mar+2025-AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/APGS+Tables-Mar+2025-AR.xlsx/d8e3954d-f2c6-f8a3-4d21-b05fb55635f4?t=1744622642807,Saudi Statistics,2025
Average+Prices+of+Goods+and+Services+February+2025+AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/Average+Prices+of+Goods+and+Services+February+2025+AR.pdf/3639441e-ecdc-fc9f-ca24-c2a7efbcecfc?t=1742122245315,,Saudi Statistics,2025
Average+prices+monthly+and+annual+changes+in+the+kingdom++%28++February+2025+%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/Average+prices+monthly+and+annual+changes+in+the+kingdom++%28++February+2025+%29.xlsx/9a7be4e9-bf04-b086-a482-55b828d81ec1?t=1742122267158,Saudi Statistics,2025
Average+Prices+of+Goods+and+Services+January+2025+AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/Average+Prices+of+Goods+and+Services+January+2025+AR.pdf/4cf5d742-3907-e2c8-8056-6a0eff0de04e?t=1739613619745,,Saudi Statistics,2025
Average+prices+monthly+and+annual+changes+in+the+kingdom++%28++January+2025+%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/Average+prices+monthly+and+annual+changes+in+the+kingdom++%28++January+2025+%29.xlsx/1b067f03-aa10-8774-6c70-8676b9a3086e?t=1739613650311,Saudi Statistics,2025
Average+Prices+of+Goods+and+Services+December+2024+_AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/Average+Prices+of+Goods+and+Services+December+2024+_AR.pdf/b4eb3cb2-bfc2-0cd9-c49b-d44de39a4651?t=1736880029152,,Saudi Statistics,2024
Average+prices+monthly+and+annual+changes+in+the+kingdom++%28++December+2024+%29+%28AR%29%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/Average+prices+monthly+and+annual+changes+in+the+kingdom++%28++December+2024+%29+%28AR%29%281%29.xlsx/f12ba092-b191-eee9-117e-1fc5d699b235?t=1736880045064,Saudi Statistics,2024
Time+Series+Of+Average+prices+of+Goods+and+Services+in+the+kingdom.pdf,https://www.stats.gov.sa/documents/20117/2435267/Time+Series+Of+Average+prices+of+Goods+and+Services+in+the+kingdom.pdf/2e836610-4b0d-63cf-9b56-615b2b7320d3?t=1736881073250,,Saudi Statistics,Unknown
%D8%A7Time+Series+Of+Average+prices+of+Goods+and+Services+in+the+kingdom.xlsx,,https://www.stats.gov.sa/documents/20117/2435267/%D8%A7Time+Series+Of+Average+prices+of+Goods+and+Services+in+the+kingdom.xlsx/198ab759-b7d4-4ef0-d3e9-d52e2243609d?t=1736881094816,Saudi Statistics,Unknown
Population+by+Age+Groups+%2Cand+Gender_0.pdf,https://www.stats.gov.sa/documents/20117/2435265/Population+by+Age+Groups+%2Cand+Gender_0.pdf/115ab121-26c5-274d-e41c-3eba2fed6817?t=1735113506027,,Saudi Statistics,Unknown
Population+by+Age+Groups+%2Cand+Gender_0.xlsx,,https://www.stats.gov.sa/documents/20117/2435265/Population+by+Age+Groups+%2Cand+Gender_0.xlsx/bd40c828-e83b-c9f5-ed7b-6e7d2f459f65?t=1735113522836,Saudi Statistics,Unknown
population_by_age_groups_and_gender_ar.pdf,https://www.stats.gov.sa/documents/20117/2435265/population_by_age_groups_and_gender_ar.pdf/662fbced-bb89-3805-6b7e-4b651f6d17a5?t=1735153652932,,Saudi Statistics,Unknown
population_by_age_groups_and_gender_ar_1.xlsx,,https://www.stats.gov.sa/documents/20117/2435265/population_by_age_groups_and_gender_ar_1.xlsx/826e81f4-0233-1df1-0a28-c2fc651f0891?t=1735153713558,Saudi Statistics,Unknown
ar-dmaps2010_0.pdf,https://www.stats.gov.sa/documents/20117/2435281/ar-dmaps2010_0.pdf/fdc80461-4465-54de-0bc5-6647b64bce4f?t=1735207968125,,Saudi Statistics,2010
ar-Atlas_Detailed2004_0_0.pdf,https://www.stats.gov.sa/documents/20117/2435265/ar-Atlas_Detailed2004_0_0.pdf/8ddff083-c77e-a021-5976-6afaf381a9c9?t=1735127210800,,Saudi Statistics,2004
Road+Transport+Statistics+2024_AR.pdf,https://www.stats.gov.sa/documents/20117/2435281/Road+Transport+Statistics+2024_AR.pdf/11dcd0f0-c3c4-7800-91ea-081f1a585dd0?t=1762392998977,,Saudi Statistics,2024
Road+Transport+Statistics+2024_AR+%281%29.xlsx,,https://www.stats.gov.sa/documents/20117/2435281/Road+Transport+Statistics+2024_AR+%281%29.xlsx/02bf15cc-0bc2-7e2b-2dbb-1cfbefd48fa8?t=1762393039941,Saudi Statistics,2024
Land+Transport+Statistics+Publication+2023-AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/Land+Transport+Statistics+Publication+2023-AR.pdf/13db7d19-3c52-7f39-c46a-0193f57174e1?t=1734115864153,,Saudi Statistics,2023
Land+Transport+Statistics+table+2023-AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Land+Transport+Statistics+table+2023-AR.xlsx/1123eb1c-1244-c9eb-da9b-c3fdc17ac7cb?t=1734115871984,Saudi Statistics,2023
Land+Transport+Statistics+Publication+2022-AR.pdf,https://www.stats.gov.sa/documents/20117/2435259/Land+Transport+Statistics+Publication+2022-AR.pdf/7ce278c9-d100-764b-7caa-fa5418929460?t=1734116370907,,Saudi Statistics,2022
Land+Transport+Statistics+table+2022-AR.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/Land+Transport+Statistics+table+2022-AR.xlsx/4082de6c-b478-7900-66fd-ea0c56bcda6d?t=1734116379800,Saudi Statistics,2022
elderly_survey2017ar.pdf,https://www.stats.gov.sa/documents/20117/2435259/elderly_survey2017ar.pdf/fae0c803-41d7-e50e-50e0-4e605ec74414?t=1734056423806,,Saudi Statistics,2017
elderly_survey.xlsx,,https://www.stats.gov.sa/documents/20117/2435259/elderly_survey.xlsx/3d0da04d-4ef5-cdc6-cfaf-67ea091b0296?t=1734056459646,Saudi Statistics,Unknown
Establishments+ICT+Access+and+Usage+Statistics+2024-AR.pdf,https://www.stats.gov.sa/documents/20117/2435267/Establishments+ICT+Access+and+Usage+Statistics+2024-AR.pdf/dc535172-2b10-e1f2-da01-6a8cec13d645?t=1766638744600,,Saudi Statistics,2024
